median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
2.226,353.0,992.0,329.0,4.5,6.34,3.02,0.17
2.259,519.0,1474.0,460.0,4.0408,5.99,3.2,0.19
2.391,260.0,737.0,279.0,5.5842,5.04,2.64,0.18
2.21,1946.0,5102.0,1697.0,5.5102,7.35,3.01,0.16
1.992,855.0,2592.0,797.0,5.4155,7.12,3.25,0.15
1.667,1583.0,4197.0,1502.0,2.8827,4.8,2.79,0.22
1.715,541.0,1818.0,529.0,5.2596,6.06,3.44,0.17
1.672,634.0,1975.0,579.0,3.475,5.55,3.41,0.2
1.645,1689.0,5030.0,1596.0,3.6348,5.67,3.15,0.19
1.702,68.0,251.0,69.0,4.6518,5.81,3.64,0.17
2.098,202.0,645.0,198.0,5.6674,6.2,3.26,0.16
1.582,946.0,1802.0,673.0,2.4744,6.23,2.68,0.23
1.563,374.0,1001.0,324.0,2.1797,5.62,3.09,0.21
1.729,365.0,612.0,258.0,2.7813,6.71,2.37,0.21
1.344,224.0,334.0,126.0,3.0089,7.87,2.65,0.23
1.482,361.0,536.0,209.0,4.125,9.5,2.56,0.18
1.981,538.0,616.0,269.0,3.875,9.38,2.29,0.21
2.219,272.0,532.0,188.0,1.5909,7.33,2.83,0.2
1.938,74.0,120.0,43.0,5.359,8.12,2.79,0.21
1.899,852.0,1754.0,656.0,4.57,6.79,2.67,0.19
1.764,514.0,731.0,295.0,3.3214,9.31,2.48,0.19
1.0,367.0,327.0,185.0,3.3625,9.68,1.77,0.2
0.837,284.0,452.0,184.0,1.9875,5.08,2.46,0.3
0.588,128.0,194.0,69.0,2.5179,5.54,2.81,0.34
0.987,1152.0,1289.0,570.0,2.5795,8.58,2.26,0.24
1.165,876.0,2133.0,718.0,2.919,5.69,2.97,0.21
1.271,643.0,1644.0,516.0,2.1949,5.19,3.19,0.24
1.107,606.0,1046.0,367.0,1.7137,7.07,2.85,0.23
0.618,409.0,567.0,254.0,1.4648,6.33,2.23,0.25
2.174,845.0,2266.0,769.0,4.2321,6.32,2.95,0.17
2.318,786.0,1891.0,721.0,3.5769,5.94,2.62,0.18
1.872,702.0,1627.0,624.0,3.1196,5.31,2.61,0.21
2.229,817.0,1969.0,767.0,2.875,4.81,2.57,0.22
3.086,481.0,1222.0,443.0,6.6361,7.56,2.76,0.14
2.746,565.0,1672.0,546.0,6.1481,7.1,3.06,0.15
1.691,847.0,2032.0,745.0,4.0159,5.52,2.73,0.21
2.406,157.0,918.0,152.0,6.2152,5.55,6.04,0.19
2.489,321.0,993.0,309.0,5.5164,6.64,3.21,0.16
3.003,624.0,2048.0,575.0,6.4745,8.05,3.56,0.13
2.599,491.0,1431.0,503.0,5.7652,6.5,2.84,0.15
2.931,393.0,1355.0,362.0,6.2578,7.33,3.74,0.15
2.145,751.0,2129.0,688.0,4.7367,5.94,3.09,0.18
2.061,520.0,1421.0,491.0,3.5227,5.4,2.89,0.2
5.00001,545.0,592.0,441.0,3.6728,2.67,1.34,0.46
5.00001,1311.0,2305.0,1201.0,1.8981,3.32,1.92,0.33
5.00001,317.0,473.0,250.0,4.3472,5.26,1.89,0.24
5.00001,581.0,838.0,510.0,8.0755,5.59,1.64,0.2
5.00001,1355.0,1848.0,1255.0,4.9211,3.97,1.47,0.27
5.00001,731.0,958.0,712.0,3.2356,3.5,1.35,0.29
5.00001,170.0,277.0,165.0,4.4712,4.49,1.68,0.23
5.00001,672.0,1335.0,613.0,3.1477,4.21,2.18,0.26
3.5,611.0,1328.0,559.0,4.1607,4.68,2.38,0.23
5.00001,775.0,1279.0,709.0,5.4378,4.62,1.8,0.24
5.00001,252.0,629.0,247.0,2.5875,3.29,2.55,0.31
4.333,946.0,1906.0,863.0,3.6065,4.74,2.21,0.23
5.00001,309.0,437.0,272.0,6.3245,4.74,1.61,0.24
5.00001,575.0,679.0,448.0,4.775,4.15,1.52,0.31
4.125,568.0,920.0,503.0,4.2015,4.16,1.83,0.27
2.5,349.0,536.0,334.0,7.7852,4.04,1.6,0.26
3.75,741.0,1415.0,664.0,2.8229,3.69,2.13,0.3
3.0,570.0,1432.0,513.0,1.9063,3.2,2.79,0.35
1.688,395.0,1700.0,400.0,2.75,3.49,4.25,0.28
4.0,416.0,1016.0,395.0,3.3839,4.36,2.57,0.24
2.438,748.0,2957.0,710.0,1.8295,2.63,4.16,0.4
4.5,738.0,1648.0,684.0,0.8836,2.66,2.41,0.41
5.00001,837.0,1446.0,711.0,5.866,5.2,2.03,0.23
3.5,751.0,1785.0,733.0,3.5746,3.95,2.44,0.26
3.8,1011.0,2062.0,966.0,2.9871,3.72,2.13,0.28
5.00001,685.0,1156.0,651.0,4.3472,4.3,1.78,0.24
4.5,1040.0,1830.0,977.0,4.2458,3.91,1.87,0.27
4.583,1115.0,1576.0,1034.0,2.0987,3.21,1.52,0.34
4.2,486.0,932.0,427.0,3.3643,4.16,2.18,0.27
2.875,870.0,2122.0,850.0,2.5603,3.61,2.5,0.28
2.25,1021.0,2286.0,994.0,2.565,3.48,2.3,0.3
4.0,1100.0,2112.0,1045.0,2.1343,3.22,2.02,0.33
2.75,1232.0,2452.0,1131.0,2.5013,3.1,2.17,0.35
5.00001,851.0,1711.0,830.0,3.0296,3.5,2.06,0.29
5.00001,869.0,1178.0,727.0,3.3681,4.54,1.62,0.26
3.5,544.0,904.0,431.0,3.5066,5.01,2.1,0.25
2.25,642.0,1846.0,620.0,1.9145,3.22,2.98,0.32
0.55,938.0,1515.0,861.0,1.3668,2.67,1.76,0.41
5.00001,1535.0,3260.0,1457.0,0.9,2.24,2.24,0.47
5.00001,1474.0,1525.0,1169.0,4.5581,3.9,1.3,0.32
4.5,660.0,1007.0,623.0,1.4552,1.9,1.62,0.56
2.375,738.0,1688.0,662.0,1.5156,2.17,2.55,0.51
5.00001,1286.0,1504.0,1047.0,3.2059,3.45,1.44,0.36
2.75,2509.0,3436.0,2119.0,2.5166,2.84,1.62,0.42
2.25,1241.0,1761.0,1029.0,1.8068,2.66,1.71,0.45
2.25,2747.0,4518.0,2538.0,1.724,2.28,1.78,0.48
5.00001,507.0,628.0,445.0,2.3304,1.82,1.41,0.62
5.00001,884.0,1211.0,752.0,0.8543,2.3,1.61,0.51
5.00001,837.0,1137.0,725.0,3.7679,4.52,1.57,0.26
5.00001,1142.0,1310.0,963.0,3.4801,3.98,1.36,0.3
5.00001,412.0,540.0,319.0,4.2857,5.4,1.69,0.24
5.00001,942.0,1297.0,798.0,4.6781,5.4,1.63,0.22
5.00001,322.0,287.0,184.0,3.9028,7.47,1.56,0.23
5.00001,594.0,500.0,335.0,5.0376,8.56,1.49,0.21
5.00001,735.0,1045.0,620.0,4.5523,5.25,1.69,0.23
5.00001,470.0,714.0,448.0,3.2447,3.53,1.59,0.3
5.0,291.0,445.0,257.0,2.7717,3.91,1.73,0.29
5.00001,719.0,1145.0,658.0,4.625,4.79,1.74,0.23
5.00001,472.0,842.0,410.0,7.9761,7.71,2.05,0.15
5.00001,593.0,1029.0,577.0,5.2539,4.97,1.78,0.21
5.00001,487.0,727.0,464.0,3.9856,3.45,1.57,0.3
4.667,848.0,1259.0,806.0,4.1047,3.94,1.56,0.27
4.0,813.0,1302.0,764.0,4.199,3.65,1.7,0.29
5.0,821.0,1240.0,779.0,3.3715,3.84,1.59,0.27
4.75,726.0,1045.0,669.0,3.6893,2.95,1.56,0.37
5.0,251.0,349.0,233.0,3.2235,4.32,1.5,0.25
5.00001,322.0,553.0,288.0,4.0417,4.79,1.92,0.23
5.00001,772.0,1014.0,685.0,4.038,3.88,1.48,0.29
5.0,572.0,925.0,552.0,5.0365,4.88,1.68,0.21
5.00001,649.0,959.0,607.0,5.7934,4.15,1.58,0.26
5.00001,622.0,954.0,572.0,4.5399,4.9,1.67,0.22
5.00001,1112.0,1466.0,1024.0,4.5913,3.98,1.43,0.27
5.00001,1342.0,1980.0,1239.0,4.0156,3.64,1.6,0.3
5.00001,892.0,1377.0,852.0,3.8068,4.18,1.62,0.25
5.00001,847.0,1248.0,813.0,7.2623,4.29,1.54,0.24
5.00001,1566.0,2065.0,1374.0,5.8543,4.5,1.5,0.25
5.00001,359.0,648.0,370.0,5.3124,5.35,1.75,0.18
5.00001,151.0,402.0,157.0,10.8783,8.5,2.56,0.11
5.00001,353.0,722.0,327.0,8.0755,6.25,2.21,0.17
5.00001,186.0,483.0,181.0,15.0001,7.99,2.67,0.13
5.00001,280.0,668.0,291.0,10.0914,7.55,2.3,0.13
5.00001,579.0,1107.0,536.0,5.5634,5.73,2.07,0.19
4.25,482.0,731.0,429.0,1.4804,4.04,1.7,0.28
5.00001,215.0,495.0,208.0,10.7097,7.0,2.38,0.15
5.00001,96.0,304.0,110.0,14.2959,8.17,2.76,0.11
5.00001,373.0,743.0,348.0,5.2909,6.05,2.14,0.18
5.00001,535.0,800.0,487.0,3.975,3.73,1.64,0.29
5.00001,840.0,1525.0,796.0,4.4375,4.57,1.92,0.23
5.00001,808.0,1371.0,799.0,6.4209,4.74,1.72,0.21
5.00001,938.0,1319.0,887.0,4.3986,3.97,1.49,0.27
5.00001,969.0,1152.0,830.0,4.2042,3.88,1.39,0.3
0.875,895.0,1202.0,804.0,2.6607,3.12,1.5,0.36
1.175,301.0,655.0,284.0,3.4423,2.36,2.31,0.45
5.00001,1095.0,1475.0,997.0,2.7165,3.32,1.48,0.33
5.00001,842.0,1294.0,769.0,3.4375,3.93,1.68,0.28
4.6,394.0,649.0,379.0,5.0049,4.32,1.71,0.24
5.00001,461.0,831.0,433.0,4.4464,4.39,1.92,0.24
4.688,491.0,1224.0,483.0,4.0882,4.31,2.53,0.24
5.0,384.0,614.0,356.0,3.6812,4.85,1.72,0.22
3.722,657.0,1243.0,573.0,2.8569,4.7,2.17,0.24
3.333,699.0,1320.0,693.0,3.1576,3.96,1.9,0.25
5.00001,464.0,761.0,453.0,3.7188,4.43,1.68,0.23
5.00001,716.0,1515.0,691.0,5.0156,5.75,2.19,0.18
4.5,1001.0,1362.0,957.0,2.6782,2.57,1.42,0.41
2.2,843.0,1245.0,789.0,1.3062,3.02,1.58,0.35
2.375,310.0,901.0,281.0,1.4866,4.2,3.21,0.26
4.944,291.0,560.0,294.0,3.7159,4.57,1.9,0.22
3.553,606.0,1392.0,578.0,4.0,4.65,2.41,0.23
4.0,379.0,837.0,375.0,5.2806,4.49,2.23,0.23
4.923,314.0,481.0,297.0,3.6875,4.16,1.62,0.25
2.8,791.0,1703.0,657.0,2.8654,5.34,2.59,0.23
4.125,334.0,561.0,326.0,3.875,4.74,1.72,0.22
3.227,397.0,897.0,393.0,4.1319,3.69,2.28,0.27
4.283,194.0,464.0,205.0,3.2011,4.94,2.26,0.19
4.184,438.0,2198.0,418.0,3.6667,4.86,5.26,0.22
1.469,236.0,601.0,219.0,2.151,4.03,2.74,0.27
3.5,587.0,1277.0,546.0,2.9792,4.11,2.34,0.26
4.714,851.0,1588.0,800.0,3.3882,3.77,1.99,0.28
3.417,736.0,1309.0,653.0,2.943,4.21,2.0,0.27
3.462,279.0,514.0,284.0,2.4196,3.94,1.81,0.25
2.938,386.0,707.0,379.0,3.1607,3.6,1.87,0.28
2.875,1034.0,1821.0,936.0,2.6392,3.83,1.95,0.29
2.75,468.0,577.0,363.0,3.6437,3.32,1.59,0.39
1.875,1645.0,2079.0,1470.0,3.1462,2.77,1.41,0.4
0.725,339.0,1093.0,384.0,1.8438,3.27,2.85,0.27
1.15,908.0,1670.0,893.0,1.077,3.05,1.87,0.33
1.125,696.0,1371.0,585.0,0.9355,3.48,2.34,0.34
2.75,425.0,634.0,341.0,2.4414,2.9,1.86,0.43
1.875,469.0,895.0,456.0,2.1516,2.75,1.96,0.37
1.775,364.0,1009.0,379.0,1.3844,3.46,2.66,0.28
3.167,628.0,1284.0,576.0,2.105,3.39,2.23,0.32
4.429,1069.0,2070.0,927.0,2.8202,4.33,2.23,0.27
4.25,1072.0,1913.0,973.0,2.9567,4.05,1.97,0.27
4.75,753.0,1696.0,676.0,2.5721,4.31,2.51,0.26
3.643,647.0,1355.0,628.0,2.0161,4.31,2.16,0.24
3.5,548.0,1090.0,507.0,3.3679,4.61,2.15,0.23
5.00001,708.0,1526.0,664.0,3.3068,4.8,2.3,0.22
5.00001,465.0,885.0,437.0,3.0906,3.94,2.03,0.27
5.00001,807.0,1518.0,777.0,3.6186,4.47,1.95,0.23
5.0,509.0,1039.0,472.0,4.1417,4.86,2.2,0.22
5.0,627.0,1100.0,585.0,3.0409,3.75,1.88,0.29
4.929,626.0,1275.0,553.0,3.35,4.78,2.31,0.24
3.357,832.0,1712.0,787.0,3.3702,4.53,2.18,0.23
4.0,366.0,742.0,318.0,4.445,5.53,2.33,0.21
4.889,520.0,939.0,501.0,3.2239,4.0,1.87,0.26
4.389,736.0,1428.0,700.0,3.0766,4.28,2.04,0.25
2.5,349.0,589.0,361.0,2.5186,3.01,1.63,0.32
4.5,568.0,867.0,515.0,2.879,3.74,1.68,0.3
3.667,482.0,654.0,425.0,2.6914,3.69,1.54,0.31
4.125,729.0,1428.0,597.0,2.3977,4.21,2.39,0.29
3.375,620.0,1188.0,591.0,2.3887,4.09,2.01,0.26
2.227,472.0,872.0,471.0,3.2981,3.95,1.85,0.25
3.545,1116.0,1939.0,1053.0,2.7587,4.18,1.84,0.25
4.188,629.0,1170.0,614.0,3.6894,4.37,1.91,0.23
4.769,559.0,849.0,530.0,5.1788,4.79,1.6,0.22
4.0,1268.0,2023.0,1196.0,4.4085,4.69,1.69,0.23
4.559,452.0,833.0,435.0,6.8939,5.06,1.91,0.21
5.00001,667.0,1494.0,619.0,4.4875,5.21,2.41,0.21
5.00001,745.0,1374.0,714.0,4.3667,4.91,1.92,0.21
5.00001,507.0,979.0,516.0,4.6912,4.88,1.9,0.2
4.5,292.0,621.0,315.0,4.6477,4.63,1.97,0.2
5.00001,682.0,1269.0,639.0,3.575,4.84,1.99,0.22
5.00001,852.0,1737.0,797.0,4.5052,4.94,2.18,0.22
0.55,836.0,2124.0,739.0,1.1185,2.61,2.87,0.43
3.75,763.0,1520.0,614.0,1.4554,2.5,2.48,0.5
3.5,72.0,153.0,29.0,3.8625,8.76,5.28,0.28
2.75,76.0,168.0,55.0,3.2292,6.56,3.05,0.21
1.938,565.0,1628.0,524.0,2.6083,3.75,3.11,0.29
3.5,132.0,313.0,105.0,2.5742,3.35,2.98,0.38
2.5,276.0,582.0,222.0,3.4671,3.82,2.62,0.33
0.325,422.0,1055.0,382.0,1.8519,2.65,2.76,0.42
2.75,1179.0,1441.0,919.0,4.7105,3.77,1.57,0.34
1.875,515.0,725.0,392.0,3.6037,3.58,1.85,0.37
3.5,24.0,113.0,27.0,4.6563,3.48,4.19,0.26
2.5,1045.0,4531.0,962.0,2.7909,5.63,4.71,0.19
1.125,202.0,286.0,148.0,1.6125,3.14,1.93,0.44
2.25,63.0,1061.0,68.0,4.3958,2.12,15.6,0.44
1.625,323.0,421.0,255.0,2.0548,2.98,1.65,0.43
3.125,493.0,1136.0,436.0,1.375,2.7,2.61,0.42
2.25,588.0,1846.0,557.0,1.3365,2.32,3.31,0.46
3.5,656.0,1266.0,626.0,2.7794,3.49,2.02,0.3
3.25,1315.0,2619.0,1242.0,2.5755,3.4,2.11,0.31
2.5,1030.0,2259.0,979.0,2.5403,3.66,2.31,0.29
2.75,779.0,1438.0,733.0,3.6031,3.7,1.96,0.29
2.5,353.0,868.0,329.0,3.8261,4.81,2.64,0.22
3.5,566.0,1051.0,562.0,2.8458,4.0,1.87,0.25
3.616,683.0,1145.0,666.0,4.2222,4.44,1.72,0.23
3.861,1210.0,1935.0,1139.0,4.6053,4.47,1.7,0.24
3.162,1381.0,2232.0,1321.0,4.3232,3.73,1.69,0.28
4.231,422.0,580.0,388.0,4.05,4.07,1.49,0.27
3.766,569.0,945.0,544.0,5.2519,4.76,1.74,0.22
5.00001,457.0,810.0,442.0,5.6235,5.8,1.83,0.18
3.7,472.0,784.0,430.0,3.3702,4.58,1.82,0.24
3.7,454.0,816.0,438.0,3.9079,4.82,1.86,0.22
4.054,496.0,855.0,478.0,5.0731,5.25,1.79,0.2
4.273,1017.0,1575.0,921.0,3.5655,4.09,1.71,0.27
5.00001,459.0,751.0,464.0,4.75,4.83,1.62,0.2
4.554,501.0,909.0,481.0,4.2569,4.9,1.89,0.21
3.864,849.0,1531.0,822.0,3.3565,4.51,1.86,0.23
2.7,1192.0,2280.0,1076.0,3.3937,4.1,2.12,0.27
3.912,1084.0,2129.0,1037.0,3.5052,3.86,2.05,0.27
4.9,487.0,1082.0,488.0,2.6803,4.28,2.22,0.23
2.25,400.0,1270.0,332.0,2.0329,3.58,3.83,0.34
2.667,629.0,2007.0,596.0,2.5701,3.42,3.37,0.31
2.65,610.0,1630.0,590.0,1.65,2.53,2.76,0.41
2.125,817.0,2075.0,807.0,1.3824,2.66,2.57,0.38
2.5,611.0,1715.0,614.0,2.1289,3.02,2.79,0.33
2.625,302.0,1008.0,269.0,3.3816,4.49,3.75,0.25
2.75,272.0,639.0,259.0,2.1971,3.09,2.47,0.34
2.5,510.0,1155.0,439.0,2.2328,3.67,2.63,0.32
3.0,525.0,935.0,465.0,2.7173,4.25,2.01,0.27
4.0,528.0,1227.0,513.0,3.5536,4.12,2.39,0.25
4.0,762.0,1460.0,741.0,2.9052,3.65,1.97,0.28
2.75,396.0,1162.0,374.0,3.0,4.18,3.11,0.25
3.968,595.0,1181.0,575.0,3.575,4.7,2.05,0.22
3.556,495.0,871.0,474.0,4.0625,4.16,1.84,0.25
3.879,507.0,1012.0,475.0,4.0568,5.18,2.13,0.21
4.375,434.0,861.0,406.0,4.4318,5.74,2.12,0.19
3.556,509.0,839.0,456.0,4.7946,5.01,1.84,0.22
3.75,637.0,1144.0,591.0,4.0,5.27,1.94,0.2
3.689,425.0,801.0,411.0,4.2708,5.07,1.95,0.2
3.837,581.0,1043.0,519.0,3.7545,5.24,2.01,0.21
3.388,291.0,573.0,289.0,4.2667,5.26,1.98,0.19
3.804,334.0,725.0,338.0,5.0505,4.65,2.14,0.21
3.475,393.0,633.0,378.0,3.5114,4.27,1.67,0.24
3.622,767.0,1415.0,687.0,4.875,5.13,2.06,0.22
3.477,623.0,1191.0,589.0,3.95,5.03,2.02,0.21
3.06,533.0,1122.0,469.0,3.2632,4.61,2.39,0.25
3.257,624.0,1370.0,594.0,4.6547,4.57,2.31,0.23
3.281,427.0,856.0,394.0,3.0833,4.53,2.17,0.24
3.243,498.0,1079.0,472.0,5.0196,4.72,2.29,0.22
3.259,468.0,962.0,490.0,3.775,4.4,1.96,0.22
3.561,977.0,1824.0,952.0,5.0519,5.09,1.92,0.2
4.097,1247.0,2304.0,1180.0,4.5469,4.62,1.95,0.23
3.919,1269.0,2818.0,1198.0,4.2672,5.25,2.35,0.2
2.949,366.0,909.0,394.0,4.8382,5.26,2.31,0.18
3.5,44.0,118.0,40.0,4.5375,4.6,2.95,0.24
3.31,653.0,1260.0,614.0,4.7437,5.42,2.05,0.2
3.331,539.0,1159.0,497.0,3.8846,5.31,2.33,0.2
3.009,314.0,724.0,301.0,5.3292,5.03,2.41,0.21
2.989,224.0,494.0,206.0,5.0602,5.54,2.4,0.2
3.108,205.0,461.0,212.0,5.0782,4.85,2.17,0.2
4.5,68.0,124.0,51.0,1.4886,4.86,2.43,0.27
2.083,170.0,410.0,148.0,4.0042,4.22,2.77,0.27
1.625,28.0,88.0,27.0,3.675,5.81,3.26,0.18
2.909,427.0,712.0,398.0,3.9722,4.72,1.79,0.23
3.216,468.0,1047.0,476.0,4.5057,4.87,2.2,0.2
2.537,691.0,1645.0,596.0,3.7051,5.69,2.76,0.2
2.433,1584.0,3269.0,1383.0,2.8679,4.95,2.36,0.23
2.983,912.0,1555.0,836.0,4.119,5.1,1.86,0.21
3.2,311.0,506.0,275.0,4.4375,5.44,1.84,0.21
2.773,246.0,480.0,253.0,4.4074,4.68,1.9,0.21
2.625,281.0,620.0,236.0,1.9944,6.05,2.63,0.2
2.391,385.0,1347.0,348.0,2.9312,4.39,3.87,0.25
2.603,784.0,2987.0,753.0,2.8135,4.58,3.97,0.23
2.333,496.0,1726.0,466.0,3.4028,4.43,3.7,0.24
2.25,139.0,316.0,168.0,3.0865,2.93,1.88,0.28
3.25,81.0,308.0,75.0,2.6667,4.68,4.11,0.23
3.0,515.0,1816.0,496.0,3.0774,5.0,3.66,0.21
2.65,678.0,2071.0,611.0,3.2964,4.26,3.39,0.26
2.146,307.0,1029.0,306.0,2.0577,3.86,3.36,0.26
2.29,276.0,837.0,292.0,2.4531,3.62,2.87,0.26
2.539,404.0,1483.0,421.0,3.4063,4.56,3.52,0.21
2.3,415.0,1442.0,371.0,4.2891,5.1,3.89,0.22
2.553,386.0,1220.0,357.0,2.5809,4.7,3.42,0.23
1.781,606.0,2034.0,513.0,2.0325,4.22,3.96,0.28
2.361,623.0,1932.0,549.0,2.3903,4.47,3.52,0.25
2.063,334.0,1176.0,305.0,2.6538,4.2,3.86,0.26
2.01,846.0,2147.0,674.0,2.5694,6.1,3.19,0.21
2.173,972.0,3134.0,959.0,4.3393,5.07,3.27,0.2
2.254,712.0,2337.0,781.0,3.4472,4.47,2.99,0.2
2.118,509.0,1587.0,450.0,2.59,5.47,3.53,0.21
1.404,990.0,2722.0,834.0,1.4282,4.84,3.26,0.25
2.034,1664.0,4737.0,1581.0,1.4133,4.3,3.0,0.24
1.853,308.0,924.0,302.0,2.1767,4.84,3.06,0.21
1.875,27.0,55.0,19.0,2.625,6.32,2.89,0.23
1.938,101.0,259.0,89.0,2.2167,6.1,2.91,0.19
1.938,276.0,871.0,265.0,2.1667,5.24,3.29,0.2
1.951,299.0,879.0,309.0,2.2222,4.91,2.84,0.2
1.92,329.0,1025.0,293.0,2.9063,6.59,3.5,0.17
1.89,224.0,567.0,207.0,2.8603,5.17,2.74,0.21
1.993,326.0,1115.0,356.0,2.6364,4.18,3.13,0.22
2.063,340.0,1064.0,290.0,1.1125,5.55,3.67,0.21
1.923,570.0,1923.0,535.0,3.6607,5.41,3.59,0.2
1.813,34.0,93.0,26.0,2.1484,5.19,3.58,0.25
2.759,622.0,1405.0,606.0,3.7813,5.06,2.32,0.2
2.708,382.0,928.0,354.0,4.1417,4.95,2.62,0.22
2.552,262.0,839.0,255.0,4.7031,5.5,3.29,0.19
2.547,559.0,1430.0,476.0,3.4073,5.3,3.0,0.22
2.849,576.0,1209.0,540.0,3.5912,4.66,2.24,0.23
3.35,86.0,148.0,70.0,3.6687,5.84,2.11,0.21
2.49,175.0,415.0,159.0,1.9464,5.23,2.61,0.21
2.508,339.0,1032.0,357.0,5.5563,5.16,2.89,0.18
2.713,418.0,999.0,448.0,4.2212,4.51,2.23,0.21
2.799,432.0,889.0,424.0,4.0391,4.52,2.1,0.23
2.813,346.0,734.0,335.0,3.8864,5.0,2.19,0.21
2.639,353.0,1076.0,324.0,2.9911,3.92,3.32,0.28
2.75,607.0,1447.0,546.0,3.3555,3.96,2.65,0.28
2.409,330.0,935.0,335.0,4.1552,4.96,2.79,0.2
2.296,398.0,1178.0,315.0,3.2813,5.49,3.74,0.23
2.3,399.0,1208.0,399.0,3.6429,5.16,3.03,0.19
2.464,769.0,2261.0,671.0,2.888,5.11,3.37,0.22
2.409,351.0,973.0,366.0,3.4583,4.51,2.66,0.21
2.586,550.0,1438.0,516.0,2.3087,4.04,2.79,0.26
2.43,370.0,1136.0,363.0,4.3125,4.24,3.13,0.24
2.923,654.0,1765.0,611.0,3.3333,5.29,2.89,0.2
2.632,347.0,935.0,341.0,4.6786,4.64,2.74,0.22
2.64,322.0,1008.0,329.0,4.0,4.36,3.06,0.22
2.755,276.0,729.0,274.0,3.6694,5.06,2.66,0.2
2.598,280.0,782.0,235.0,3.6719,5.49,3.33,0.22
2.672,347.0,1102.0,367.0,4.3125,4.84,3.0,0.2
2.7,492.0,1485.0,447.0,4.3898,5.33,3.32,0.21
2.619,205.0,587.0,171.0,5.0224,5.06,3.43,0.24
2.294,411.0,1534.0,406.0,4.0132,4.48,3.78,0.23
2.793,342.0,1055.0,310.0,4.625,6.04,3.4,0.18
2.545,322.0,988.0,304.0,4.5769,5.89,3.25,0.18
2.409,401.0,1337.0,424.0,4.1071,4.68,3.15,0.2
2.302,573.0,1703.0,507.0,3.4231,5.14,3.36,0.22
2.387,411.0,1170.0,384.0,3.4769,5.07,3.05,0.21
2.33,406.0,1027.0,362.0,2.3625,3.9,2.84,0.29
2.713,358.0,1092.0,356.0,3.7835,5.42,3.07,0.19
2.725,378.0,1168.0,365.0,4.0642,5.79,3.2,0.18
2.503,308.0,998.0,330.0,4.0781,4.47,3.02,0.21
2.194,306.0,1119.0,315.0,4.2672,4.65,3.55,0.21
2.393,248.0,647.0,208.0,2.1187,4.67,3.11,0.26
2.762,567.0,1682.0,552.0,3.8643,5.05,3.05,0.2
2.429,434.0,1225.0,410.0,4.8214,5.13,2.99,0.21
2.362,316.0,904.0,295.0,4.0583,5.59,3.06,0.19
2.447,546.0,1789.0,521.0,4.0071,5.06,3.43,0.21
2.526,562.0,1989.0,537.0,3.6667,5.42,3.7,0.19
2.54,696.0,2363.0,661.0,3.6885,5.18,3.57,0.2
2.505,478.0,1583.0,456.0,3.7105,4.84,3.47,0.22
2.52,571.0,1769.0,541.0,3.8274,5.34,3.27,0.2
2.42,719.0,2101.0,706.0,3.0107,4.75,2.98,0.21
2.518,738.0,2270.0,647.0,3.8934,5.57,3.51,0.2
2.226,306.0,1463.0,360.0,3.1786,4.15,4.06,0.2
2.65,405.0,1173.0,385.0,3.4605,4.04,3.05,0.26
2.685,585.0,1773.0,540.0,3.9565,4.95,3.28,0.22
2.618,319.0,890.0,300.0,4.3036,5.76,2.97,0.18
2.6,272.0,847.0,284.0,3.7143,4.86,2.98,0.2
2.706,506.0,1562.0,498.0,4.3846,5.14,3.14,0.2
2.616,322.0,1086.0,326.0,3.8583,5.09,3.33,0.19
2.436,351.0,1159.0,299.0,3.9167,5.28,3.88,0.22
2.462,337.0,1425.0,330.0,4.0547,4.79,4.32,0.21
2.316,283.0,1102.0,282.0,4.0,5.41,3.91,0.19
2.669,564.0,1633.0,528.0,4.5,5.45,3.09,0.2
2.665,278.0,1138.0,304.0,4.0234,4.96,3.74,0.18
2.556,286.0,879.0,282.0,3.1908,5.0,3.12,0.2
2.477,282.0,929.0,281.0,3.8958,5.36,3.31,0.19
2.515,591.0,1848.0,524.0,3.9567,5.17,3.53,0.22
2.489,247.0,895.0,257.0,5.3913,4.79,3.48,0.2
2.641,441.0,1524.0,470.0,5.0201,5.04,3.24,0.19
2.51,669.0,2204.0,600.0,3.5536,5.22,3.67,0.21
2.191,413.0,1434.0,396.0,3.0313,4.92,3.62,0.21
2.38,397.0,1411.0,438.0,3.0469,4.3,3.22,0.21
2.263,481.0,1697.0,465.0,3.4773,4.92,3.65,0.21
1.819,1240.0,3900.0,1029.0,1.2269,4.87,3.79,0.25
2.139,433.0,1738.0,429.0,4.9926,4.79,4.05,0.21
2.178,429.0,1615.0,447.0,3.495,4.14,3.61,0.23
2.183,440.0,1528.0,424.0,3.8625,4.66,3.6,0.22
2.419,250.0,953.0,253.0,4.2727,4.61,3.77,0.21
2.786,714.0,1330.0,647.0,3.5435,4.02,2.06,0.27
4.143,545.0,1186.0,532.0,3.4531,4.2,2.23,0.24
4.357,388.0,799.0,363.0,3.75,5.02,2.2,0.21
3.9,449.0,948.0,380.0,3.93,4.78,2.49,0.25
5.0,1330.0,2659.0,1269.0,3.5744,4.16,2.1,0.25
3.677,165.0,363.0,168.0,6.1636,6.38,2.16,0.15
3.742,438.0,954.0,456.0,4.5352,4.81,2.09,0.2
4.065,783.0,1545.0,726.0,2.9899,4.05,2.13,0.27
